Domain,Title,Feed,Category,Status,Score,OG-Images,Content Type,Creative Instance ID,Destination Domains,Channels,Rank,Original_Feed
https://www.bonappetit.com/,Bon Appétit,https://www.bonappetit.com/rss/stories,Food,Disabled,,,article,,www.bonappetit.com,Food,187,https://www.bonappetit.com/feed/rss
https://www.laptopmag.com/,Laptop Mag,https://www.laptopmag.com/feeds/all,Technology,Disabled,,,article,,www.laptopmag.com,Technology,188,
https://www.gamepressure.com/,Gamepressure,https://www.gamepressure.com/rss/news.xml,Gaming,Disabled,,,article,,www.gamepressure.com,Gaming,189,
https://www.dualshockers.com/,DualShockers,https://www.dualshockers.com/feed/atom/,Gaming,Disabled,,,article,,www.dualshockers.com,Gaming,190,
https://www.mdpi.com/,MDPI,https://www.mdpi.com/rss,Science,Disabled,,,article,,www.mdpi.com,Science,191,
https://www.countryliving.com/,Country Living Magazine,https://www.countryliving.com/rss/all,Home,Disabled,,,article,,www.countryliving.com,Home,192,
https://www.chicagotribune.com/,Chicago Tribune,https://www.chicagotribune.com/arc/outboundfeeds/rss/section/nation-world/&sort=display_date:desc/,Top News,Disabled,,,article,,www.chicagotribune.com,Top News,193,
https://www.axios.com/,Axios,https://api.axios.com/feed,Politics,Disabled,,On,article,,www.axios.com,Politics,194,
https://www.thedrive.com/,The Drive,https://www.thedrive.com/feed,Cars,Disabled,,,article,,www.thedrive.com,Cars,195,https://api.thedrive.com/feed/?post_type=the_drive_article
https://www.digitalspy.com/,Digital Spy,https://www.digitalspy.com/rss/all,Entertainment,Disabled,,,article,,www.digitalspy.com,Entertainment,196,
https://www.radiotimes.com/,Radio Times,https://www.radiotimes.com/feed/atom/,Entertainment,Disabled,,,article,,www.radiotimes.com,Entertainment,197,
https://www.popsugar.com/,Popsugar,https://www.popsugar.com/feed,Fashion,Disabled,,,article,,www.popsugar.com,Fashion,198,
https://xkcd.com/,XKCD,https://www.xkcd.com/rss.xml,Fun,Disabled,,,article,,xkcd.com,Fun,199,
https://www.cinemablend.com/,Cinemablend ,https://www.cinemablend.com/feeds/articletype/news,Entertainment,Disabled,,,article,,www.cinemablend.com,Entertainment,200,https://www.cinemablend.com/rss.xml
